"Sat Jun 01 00:00:00 UTC 2013","Sun Jun 30 23:59:59 UTC 2013","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192094116","38097417613","61","57","","","","284","2","3","","","253","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8164532192","321","318","","","","","","","","","","","9762","","134676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235","232","25699","","","","5263","431","86","181","52245","11986","76260759","39111338","1420919","15394666","254093","7254","762781","155945","","","","","","14","16","11033"
"Mon Jul 01 00:00:00 UTC 2013","Wed Jul 31 23:59:59 UTC 2013","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","384976475","31022849290","36","31","","","","209","1","","","","172","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8194432992","506","491","","","","","","","","","","","12681","","95293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","124","29573","","","","32942","803","180","165","120218","17246","43767024","21693663","4518678","27202262","594537","6738","1444581","266100","","","","","","15","41","10408"
"Thu Aug 01 00:00:00 UTC 2013","Sat Aug 31 23:59:59 UTC 2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195664004","39493002728","102","88","3","","","403","","","","170","389","","","","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10526457824","555","552","","","","","","","","","","","16571","","44957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344","340","21064","","1","60","161155","930","210","335","52042","9386","101824458","47873334","1148366","30234681","571200","12243","707693","161802","","","","","","21","29","8551"
"Sun Sep 01 00:00:00 UTC 2013","Mon Sep 30 23:59:59 UTC 2013","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233489119","48471217417","92","82","3","","","384","10","","","353","338","2","","","333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10670412423","549","544","","","","","","","","","","","9080","","52728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349","347","23891","","","","202026","915","143","141","46199","16395","101297735","47344622","2435273","32620102","470640","6159","652784","224680","","","","","","46","24","10566"
"Tue Oct 01 00:00:00 UTC 2013","Thu Oct 31 23:59:59 UTC 2013","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270859433","33157982813","118","115","","","","480","3","","","437","439","","","","410","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10753503879","628","615","","","","","","","","","","","9367","","56768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336","334","24315","","1","20","8468","1031","138","103","57097","11403","106351034","50168637","3608667","28060704","475244","4487","826209","193345","","","","","","12","83","9725"
"Fri Nov 01 00:00:00 UTC 2013","Sat Nov 30 23:59:59 UTC 2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215853095","34815662296","112","99","","","","412","1","","","361","373","1","","","343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12361413255","235","230","","","","","","","","","","","9230","","66812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278","275","20060","","","","4132","818","136","93","52168","12237","93873836","45489735","2613292","26901098","450658","3820","710910","168265","","","","","","23","66","8318"
"Sun Dec 01 00:00:00 UTC 2013","Tue Dec 31 23:59:59 UTC 2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228771656","52269015855","153","149","1","","","431","","","","396","396","7","","","370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14662635294","389","383","","","","","","","","","","","112173","","35708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336","334","18941","","","","5664","973","173","272","52819","12339","113627640","53736622","4184777","26066081","480289","9369","976118","194765","","","","","","1","9","9011"
"Wed Jan 01 00:00:00 UTC 2014","Fri Jan 31 23:59:59 UTC 2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","741426772","40335014658","172","165","","","","457","2","","","428","421","","","","409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12818215940","444","433","","","","","","","","","","","12740","","34784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489","482","43184","","","","2905","1233","182","349","82039","34320","91643877","44512283","989489","13406315","429253","10749","1219995","963208","","","","","","5","14","15240"
"Sat Feb 01 00:00:00 UTC 2014","Fri Feb 28 23:59:59 UTC 2014","","4884","","4","1","","","","","","19","1","","","11","5","8","1","1","27","40","35","49","","32","72","2445","2074","50","9","","","","","","","","","","","","","","","","","","","","","","","","3420","1","11","2","162","","4","5","2","9","13","4","2","","8","5","44","32","129","43","533","2350","51","1","1","","","","","","","","","","","","","","","","","","","","1","","","3","","","4","2685","445","360","","160","854","866","4900","","2","2","","","","2710","2","","","179","126","","","","","","","","6","","19","133","","629","","","","1043","","","489485787","41074826602","217","208","1","","","475","","","","444","446","","","","435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12735443972","1073","1058","","","","","","","","","","","9162","","30610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","740","738","44826","","","","3359","1828","132","212","120295","17344","83986967","42551659","1235904","45558901","366524","7449","1578750","339073","","","","","","3","16","13781"
"Sat Mar 01 00:00:00 UTC 2014","Mon Mar 31 23:59:59 UTC 2014","5","6449","","6","","","","","","","21","7","1","1","38","","1","1","17","8","45","90","53","","47","58","304","5658","75","18","","","","","","","","","","","","","","","","","","","","","","","","4679","10","9","1","8","2","1","3","1","33","32","18","13","3","22","32","7","7","92","206","177","3590","373","3","1","2","","","","","","","","","","","","","","","","","","","1","","","","1","","31","5259","716","992","1","365","1435","1750","9681","","8","11","","","","3354","1","3","","198","256","","","","","","","","8","","3","83","","771","","","","1344","","","337394238","42945909557","238","230","","","","525","4","","","477","489","2","","","466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13035975684","1140","1133","","","","","","","","","","","11817","","29422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","649","646","57283","","","","4569","1498","161","335","80913","15308","104905312","50792197","2504310","29253908","406887","11919","1194509","289568","","","","","","23","21","11284"
"Tue Apr 01 00:00:00 UTC 2014","Wed Apr 30 23:59:59 UTC 2014","1","6910","","3","","","1","","","","25","3","","","16","1","5","8","15","18","4","91","15","","54","81","89","2401","4033","43","4","","","","","","","","","","","","","","","","","","","","","","","5016","3","14","3","14","5","4","","9","12","65","1","1","1","17","16","19","43","176","40","42","968","3534","19","1","3","","","","","","","","","","","","","","","","","","","5","","","","","","1","5517","814","1188","","278","1527","1710","12722","","5","6","","","8","3815","","1","","283","389","","","","","","","1","11","","6","79","","782","","","","1585","","","330682523","40309778626","215","211","","","","475","1","","","455","453","","","","445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13192016900","1005","1002","","","","","","","","","","","9387","","33980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","765","728","64461","","","","4938","1521","131","478","55653","21204","93054029","46427367","2737266","44960779","303741","16347","894529","417591","","","","","","16","15","11944"
"Thu May 01 00:00:00 UTC 2014","Sat May 31 23:59:59 UTC 2014","1","8079","","12","","","","","","1","33","2","","","16","8","10","9","1","4","8","120","5","","52","97","81","220","5208","2150","39","3","","","","","","","","","","","","","","","","","","","","","","5588","3","14","3","7","19","","3","14","6","35","8","3","3","","11","7","3","41","30","84","1023","1261","2920","68","9","","","","","","","","","","","","","","","","","","","","","","3","","","10","5388","804","1002","3","562","1289","1728","5504","","16","","","","","5105","2","1","","110","438","","","","","1","","49","355","2","384","1177","","433","","","","1058","","","310127596","36467212409","240","228","","","","554","6","","","498","502","2","","","474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12198593931","1132","1119","","","","","","","","","","","26086","","29664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","581","578","60445","","","","5285","1830","117","830","52033","20862","108022086","55145302","4956011","47407652","440291","29199","841899","410939","","","","","","48","13","14549"
"Sun Jun 01 00:00:00 UTC 2014","Mon Jun 30 23:59:59 UTC 2014","3","8176","","10","1","","","","","","25","1","","6","33","12","4","1","4","28","25","172","5","","27","73","110","84","262","7214","60","17","","","","","","","","","","","","","","","","","","","","2","","5557","3","6","3","4","9","18","15","242","5","4","5","12","1","1","9","10","14","107","47","56","56","265","2835","1788","20","18","2","","","","","","","","","","","","","","","","","","","","","2","","","5073","708","1212","","354","1336","1463","1857","","23","3","","","","4613","2","3","","5","182","","","","","","","65","459","","579","1488","2","408","","","","688","8","","346920628","45265805103","273","259","4","","","600","14","","","481","516","14","","","466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12496856459","1353","1346","","","","","","","","","","","29543","","25276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","859","853","53712","","","","7036","2676","147","613","58523","22174","106807305","54430278","10356487","44838701","477499","21563","1004545","406371","","","","","","8","12","14083"
"Tue Jul 01 00:00:00 UTC 2014","Thu Jul 31 23:59:59 UTC 2014","1","9820","","17","","","14","","1","1","43","1","","5","14","2","1","7","4","18","89","239","4","","66","73","27","59","176","5948","2897","109","4","","","","","","","","","","","","","","","","","","1","","","6398","5","4","5","3","5","1","1","6","9","20","3","3","","27","11","7","4","98","11","59","21","105","266","5299","397","4","19","","","","","","","","","","","","","","","","","1","","","","4","","","5947","765","1637","1","327","1459","1758","4399","","9","6","","","7","5900","5","","","6","211","","","1","","","","79","585","","520","2686","3","257","","","","985","4","","733244315","37597231846","252","252","5","","","485","3","1","","440","456","2","1","","427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17532765579","896","884","","","","","","","","","","","11463","","32463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","469","463","60332","","1","100","5646","1411","127","675","112142","31006","115405378","56020282","7093520","33009014","358267","22234","2132272","643195","","","","","","2","26","19567"
"Fri Aug 01 00:00:00 UTC 2014","Sun Aug 31 23:59:59 UTC 2014","1","8073","","12","","","2","","","","21","","","","8","1","","2","5","34","17","287","9","","148","63","16","43","70","190","6853","267","25","","","","","","","","","","","","","","","","","","","","","4306","7","23","1","4","17","","1","13","8","3","4","2","","1","12","1","1","38","20","19","56","56","58","421","3519","12","1","1","","","","","","","","","","","","","","","","6","","","","","","1","4703","654","1640","1","149","1009","1250","2995","","6","14","","","","4639","1","2","","14","162","","","","","5","","38","554","","502","1816","1","268","3","","","673","58","","437159532","32711190974","231","234","2","","","424","1","1","","394","426","","","","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17659307403","332","330","","","","","","","","","","","90796","","24717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","440","438","66688","","","","3176","1578","109","1209","68971","24471","102094794","50181639","4034953","38836001","214065","46378","1146430","496638","","","","","","16","10","19766"
"Mon Sep 01 00:00:00 UTC 2014","Tue Sep 30 23:59:59 UTC 2014","","8957","","2","","","","","4","","20","","","","9","2","1","3","","20","17","238","1","","65","40","42","58","90","150","1196","6837","145","14","2","","","","","","","","","","1","","","","","","","","","4098","4","1","5","4","21","","2","5","7","4","14","4","","1","10","4","8","49","35","9","11","74","105","77","1434","2192","9","","7","","","","","","","","","","","","","","","","","","","2","","","5970","620","2762","1","265","1037","1285","1333","","9","3","","","","4141","3","3","","7","145","","","","","3","","48","502","","396","1357","","286","158","","","707","5","","377594562","35251055403","227","224","1","","527","401","1","1","","374","385","1","1","","367","490","","329","","36","","","6","58877","1","","1","","","","","","","98095","","","","","","","","","","","5","","","","0","18439849355","289","288","","","","","","","","","","","11250","","24499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","409","403","53276","","","","2732","1083","48","753","66330","22848","98686966","49914125","2986567","72545447","102490","28191","1222618","481006","","","","","","19","10","13874"
"Wed Oct 01 00:00:00 UTC 2014","Fri Oct 31 23:59:59 UTC 2014","2","11334","","12","","","","","","","21","","","1","44","1","","1","1","24","39","460","16","","143","40","30","89","162","173","148","5454","4414","47","14","","","","","","","","","","","","","","","","","","","5216","15","12","6","2","2","1","","7","19","12","","5","","8","21","1","16","40","26","10","28","28","195","123","290","3839","506","1","","","","","","","","","","","","","","","","1","","","1","","1","","6053","800","2814","3","217","1030","1189","1430","","10","2","","","","5885","2","4","","8","242","","","","","","","77","735","","558","1214","","297","1142","","","894","154","","457834466","47453452062","282","243","1","","675","631","34","","","457","455","3","","","430","636","","356","","38","","","4","","","","","","","","","","","","","","","","","","","4","","","","","","","","18245395851","499","418","","","","","","","","","","","15045","","29918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","535","526","55177","","","","3505","882","47","487","74205","29115","111752556","54882167","8010053","40172583","122764","16510","1331061","517461","","","","","","16","21","16729"
"Sat Nov 01 00:00:00 UTC 2014","Sun Nov 30 23:59:59 UTC 2014","1","12901","","19","1","","","","1","","17","","","","41","1","","","2","32","14","414","2","","528","40","24","201","128","69","160","343","7782","3046","16","20","","","","","","","","","","","","","","","","","","4747","8","6","","13","11","1","3","2","6","3","","4","","6","4","1","4","70","60","16","21","49","130","63","126","739","3337","44","9","5","","","","","","","","","","","","","","","","","","","","6","4660","786","1557","","163","835","1319","1021","","16","2","","","","7602","","4","","6","251","","","2","","1","","122","782","","578","1412","","253","2222","","","894","611","","632904869","76284817949","250","249","","","701","464","6","","","434","427","","","","424","662","","364","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20698260875","939","930","","","","","","","","","","","30330","","30931","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389","386","61038","","1","20","2956","1827","77","501","98176","48622","102498827","53082751","3064123","176766939","220169","17367","1661107","1235605","","","","","","19","22","20546"
"Mon Dec 01 00:00:00 UTC 2014","Wed Dec 31 23:59:59 UTC 2014","","11355","","6","1","","","","","","18","","","","26","","4","1","1","9","14","528","13","","345","22","54","58","61","57","82","170","603","9061","64","157","","","","","","","","","","","","","","","","","","5003","4","10","","","2","","","2","11","4","","1","","16","","1","2","20","47","5","6","24","46","58","96","178","1720","2733","12","2","2","","","","","","","","","","","","","","","","1","","","","5315","917","1598","","138","1004","1658","829","","13","2","","","","6166","","1","","10","151","","","","","","","99","606","","575","1046","","219","2032","","","558","439","","555561097","162260562119","256","248","1","","496","496","3","","","471","491","2","1","","472","457","","366","","38","","","10","0","4","","","4","","","","","","103","","","","","","","","","","","6","","","","4546","23207200139","1151","1147","","","","","","","","","","","10830","","28668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426","426","97778","","","","73767","2507","124","806","95297","32742","110663535","56017090","96378414","685853323","289398","28718","1638372","616681","","","","","","11","20","19597"
"Thu Jan 01 00:00:00 UTC 2015","Sat Jan 31 23:59:59 UTC 2015","1","16819","","9","2","","8","","","2","52","1","","","32","1","","19","1","31","13","706","2","","413","42","11","105","112","75","49","158","2590","9009","3274","48","54","","","","","","","","","","","","","","","","","6437","6","6","2","4","4","7","1","2","17","","","","","5","2","3","12","39","24","4","10","32","2","27","193","610","155","3235","1997","19","4","","","","","","","","","","","","","1","","","","","14","","7394","950","2392","","204","1198","2650","1140","","15","1","","","","8585","","4","","5","231","","","","","2","","69","677","","604","1310","","342","3236","","","485","1142","","699787061","104599845406","217","214","","","524","571","91","","1","463","559","1","","","479","483","","350","","40","","","4","0","","","","","","","","","","0","","","","","","","","","","","4","","","","0","23867341595","1382","1360","","","","","","","","","","","10680","","40375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","386","377","97632","","","","27174","2385","104","38300","106513","51409","94810570","50264370","49725770","368182749","260122","1455832","1602657","938697","","","","","1","","23","27294"
"Sun Feb 01 00:00:00 UTC 2015","Sat Feb 28 23:59:59 UTC 2015","","16302","","7","","","","","","","22","1","","","47","","","","1","31","18","620","4","","301","22","49","113","153","53","39","254","135","843","13345","189","54","1","","","","","","","","","","","","","","","","5960","22","6","4","3","5","1","3","4","5","1","14","","","5","","14","37","38","79","10","6","14","16","17","165","70","61","176","4952","212","2","","13","","","","","","","","","","","3","","","","","","2","6824","813","2965","","62","1065","1919","56","","24","4","","","","7999","","7","","5","197","","","","","1","","37","508","","542","976","","426","3236","","","572","1066","","809116954","91005003520","234","229","1","","534","402","2","","43","343","349","","","4","341","491","","352","","42","","","3119","3970887","44","","28","16","","","","","","4011552","","1511","4","","4","","","39","4","1","1490","5","5","1526","1975","23870413595","981","970","","","","","","","","","","","15848","","37141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","387","383","94173","","2","200","6825","2298","149","56990","134830","66180","87964891","48383663","66010197","230862835","355977","2167101","1862207","1146476","287","93","30","34","1055","16","27","25970"
"Sun Mar 01 00:00:00 UTC 2015","Tue Mar 31 23:59:59 UTC 2015","1","17213","","4","","","","","","","13","","","","38","","","","1","33","18","713","5","","228","21","17","41","293","110","49","134","1385","219","5226","8537","107","17","","","","","","","","","","","","","4","","","6123","7","13","1","1","3","","","","16","","3","","2","4","1","15","10","20","75","5","7","5","12","46","119","125","50","311","715","4498","50","4","4","","","","","","","","","","","1","","","","","","","6982","1436","2464","","150","891","2041","148","","6","11","","","1","8615","","","1","11","139","","","","","","","47","545","","481","940","","270","3682","","","649","1147","","691849720","117766416214","232","230","3","","592","847","59","1","240","440","469","13","1","1","433","541","","358","","50","","","4160","10622817","42","2","12","28","2062","2321","","","","10497635","5","2045","11","3","1","1","7","237","8","","1843","25","25","1838","2473","23411989275","1643","1639","","","","","","","","","","","11373","","39081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","509","146773","","1","100","6826","1655","122","55775","117261","56195","128404585","65396911","103345208","309061223","287999","2113262","1828190","978525","2335","237","32","281","3106","35","21","27924"
